Referencia;Descripción;Fecha;Salidas;Precio;Pedido de venta -> Serie, ejercicio y nº pedido;Pedido de venta -> Nº pedido;Factura de venta -> Serie de factura emitida;Cliente;Cliente -> Nombre fiscal
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;30-Abr-2020;1;94.3000;01/04-M/20-00426;426;18;39162;HANDEL POINT S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;11-May-2020;2;94.3000;01/04-M/20-00448;448;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;14-May-2020;3;108.8500;01/08-N/20-01415;1415;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;15-May-2020;1;149.9500;01/04-A/20-00161;161;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;18-May-2020;1;108.8500;01/08-N/20-01470;1470;1;57665;VUNKERS IT EXPERTS, S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-May-2020;3;108.8500;01/08-N/20-01601;1601;1;11293;DSG SOFTWARE S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-May-2020;1;94.3000;01/04-M/20-00494;494;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-May-2020;1;108.8500;01/08-N/20-01616;1616;1;24179;FONTVENTA, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-May-2020;1;108.8500;01/08-N/20-01626;1626;1;10184;SISPRO S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;28-May-2020;1;145.0000;01/04-A/20-00231;231;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;29-May-2020;1;145.0000;01/04-A/20-00235;235;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;29-May-2020;3;108.8500;01/08-N/20-01668;1668;1;50541;CAJA RURAL DE TERUEL SOCIEDAD COOPERATIVA DE CREDITO
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;1-Jun-2020;1;94.3000;01/04-M/20-00514;514;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;1-Jun-2020;1;108.8500;01/03-N/20-01275;1275;1;45765;ANGEL LUIS RUIZ RODRIGUEZ
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;2-Jun-2020;1;160.0000;01/04-A/20-00251;251;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;2-Jun-2020;2;91.9000;01/04-M/20-00518;518;18;57160;DIELTRON ELECTRONICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;3-Jun-2020;1;108.8500;01/08-N/20-01747;1747;1;51886;ENRIQUE CASTELLANOS FERNANDEZ
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;5-Jun-2020;2;94.3000;01/04-M/20-00542;542;18;39162;HANDEL POINT S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;15-Jun-2020;1;94.3000;01/04-M/20-00571;571;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;12-Jun-2020;1;94.3000;01/04-M/20-00568;568;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;15-Jun-2020;1;136.3600;01/09-A/20-00013;13;22;66760;CLIENTE FACTURA SIMPLIFICADA AMAZON
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;15-Jun-2020;1;94.3000;01/04-N/20-00061;61;1;57805;I.G.T. MICROELECTRONICS S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;15-Jun-2020;1;94.3000;01/04-M/20-00574;574;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;16-Jun-2020;1;160.0000;01/09-A/20-00017;17;22;66760;CLIENTE FACTURA SIMPLIFICADA AMAZON
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;16-Jun-2020;1;132.2300;01/09-A/20-00021;21;22;66788;PORTES METALLIQUES RIERA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;16-Jun-2020;0;136.3600;01/09-A/20-00022;22;22;66760;CLIENTE FACTURA SIMPLIFICADA AMAZON
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;18-Jun-2020;3;94.3000;01/04-M/20-00585;585;18;39162;HANDEL POINT S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;23-Jun-2020;1;125.6200;01/09-PM/20-00163;163;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;25-Jun-2020;2;94.3000;01/04-M/20-00623;623;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;25-Jun-2020;5;94.3000;01/04-N/20-00065;65;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Jun-2020;2;94.3000;01/04-M/20-00608;608;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;29-Jun-2020;1;119.8300;01/04-A/20-00264;264;22;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;30-Jun-2020;1;132.2300;01/09-A/20-00034;34;22;66760;CLIENTE FACTURA SIMPLIFICADA AMAZON
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;30-Jun-2020;1;145.0000;01/04-A/20-00267;267;22;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;3-Jul-2020;5;108.8500;01/08-N/20-02234;2234;1;57758;FERMAN MAQUINARIA,S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;8-Jul-2020;2;108.8500;01/08-N/20-02302;2302;1;34207;SAYCU SOFT, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;9-Jul-2020;1;132.2300;01/09-A/20-00052;52;22;66760;CLIENTE FACTURA SIMPLIFICADA AMAZON
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;14-Jul-2020;1;125.6200;01/09-PM/20-00235;235;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;15-Jul-2020;1;94.3000;01/04-M/20-00704;704;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;15-Jul-2020;1;108.8500;01/08-N/20-02452;2452;1;53469;VIGILANTES ASOCIADOS AL SERVICIO DE BANCA Y EMPRESAS VASBE SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;16-Jul-2020;1;99.7200;01/04-A/20-00273;273;22;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;16-Jul-2020;1;108.8500;01/08-N/20-02461;2461;1;34588;M.S. AUDIOVISUAL, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;20-Jul-2020;1;108.8500;01/08-N/20-02546;2546;1;57665;VUNKERS IT EXPERTS, S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;22-Jul-2020;1;94.3000;01/04-M/20-00727;727;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;22-Jul-2020;2;94.3000;01/04-M/20-00730;730;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;22-Jul-2020;1;108.8500;01/08-N/20-02578;2578;1;30376;INFOCENTRO BENAVENTE, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;23-Jul-2020;1;94.3000;01/04-M/20-00734;734;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;23-Jul-2020;3;94.3000;01/04-N/20-00086;86;1;57805;I.G.T. MICROELECTRONICS S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;24-Jul-2020;5;125.6200;01/09-PM/20-00260;260;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;28-Jul-2020;1;108.8500;01/08-N/20-02674;2674;1;53469;VIGILANTES ASOCIADOS AL SERVICIO DE BANCA Y EMPRESAS VASBE SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;30-Jul-2020;2;94.3000;01/08-M/20-00003;3;18;25588;TELKRON S.A.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;3-Ago-2020;1;108.8500;01/08-N/20-02773;2773;1;40222;CENTRO TECNOLOGICO ALCAZAR, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;4-Ago-2020;12;94.3000;01/04-M/20-00771;771;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;4-Ago-2020;2;108.8500;01/08-N/20-02785;2785;1;53469;VIGILANTES ASOCIADOS AL SERVICIO DE BANCA Y EMPRESAS VASBE SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;5-Ago-2020;5;108.8500;01/08-N/20-02800;2800;1;57758;FERMAN MAQUINARIA,S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;6-Ago-2020;1;108.8500;01/08-N/20-02798;2798;1;27052;MARCO ANTONIO ALCOLADO SANCHEZ
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;7-Ago-2020;4;94.3000;01/04-N/20-00091;91;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;17-Ago-2020;1;104.9500;01/08-N/20-02874;2874;1;25658;ELECTROSON GALICIA S.A.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;17-Ago-2020;2;108.8500;01/08-N/20-02897;2897;1;40540;SEIVEN INFORMATICA PROFESIONAL Y TELECOMUNICACIONES S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;17-Ago-2020;1;126.9700;01/09-A/20-00074;74;22;66760;CLIENTE FACTURA SIMPLIFICADA AMAZON
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;18-Ago-2020;1;119.8300;01/04-A/20-00295;295;22;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;18-Ago-2020;2;94.3000;01/04-M/20-00758;758;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;24-Ago-2020;1;94.3000;01/04-M/20-00809;809;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;28-Ago-2020;1;125.6200;01/09-PM/20-00353;353;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;31-Ago-2020;6;94.3000;01/04-M/20-00817;817;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;31-Ago-2020;5;108.8500;01/08-N/20-03096;3096;1;39741;FERRER SANCHIS ELECTRICISTES S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;31-Ago-2020;1;108.8500;01/08-N/20-03101;3101;1;57665;VUNKERS IT EXPERTS, S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;1-Sep-2020;1;125.6200;01/09-PM/20-00357;357;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;3-Sep-2020;1;94.3000;01/04-M/20-00833;833;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;4-Sep-2020;1;94.3000;01/04-M/20-00838;838;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;4-Sep-2020;1;108.8500;01/08-N/20-03197;3197;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;7-Sep-2020;15;94.3000;01/04-N/20-00102;102;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;7-Sep-2020;1;108.8500;01/08-N/20-03223;3223;1;39413;NEW DATA SIL, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;8-Sep-2020;1;94.3000;01/04-M/20-00848;848;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;9-Sep-2020;2;94.3000;01/04-M/20-00849;849;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;10-Sep-2020;1;119.8300;01/04-A/20-00306;306;22;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;10-Sep-2020;1;108.8500;01/08-N/20-03298;3298;1;16146;SUPRARED S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;11-Sep-2020;3;108.8500;01/08-N/20-03319;3319;1;57408;LAYSAN COMERCIAL DE SEGURIDAD, C.B.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45 Reclamación transporte 10 septiembre.;14-Sep-2020;1;0.0000;01/04-N/20-00107;107;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;14-Sep-2020;5;94.3000;01/04-N/20-00107;107;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;16-Sep-2020;1;119.8300;01/04-A/20-00310;310;22;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;16-Sep-2020;3;91.9000;01/04-M/20-00881;881;18;57160;DIELTRON ELECTRONICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;18-Sep-2020;1;108.8500;01/08-N/20-03503;3503;1;34207;SAYCU SOFT, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;21-Sep-2020;2;108.8500;01/08-N/20-03315;3315;1;16146;SUPRARED S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;22-Sep-2020;2;94.3000;01/04-M/20-00886;886;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;6-Oct-2020;3;94.3000;01/04-M/20-00929;929;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;7-Oct-2020;1;125.6200;01/09-PM/20-00483;483;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;7-Oct-2020;3;108.8500;01/08-N/20-03894;3894;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;8-Oct-2020;2;84.7500;01/04-M/20-00974;974;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;13-Oct-2020;1;125.6200;01/09-PM/20-00513;513;45;66968;CENTRO ASTRONOMICO HISPANO ALEMAN A.I.E.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;13-Oct-2020;0;125.6200;01/09-PM/20-00514;514;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;14-Oct-2020;1;107.1800;01/09-A/20-00170;170;22;66760;CLIENTE FACTURA SIMPLIFICADA AMAZON
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;15-Oct-2020;1;103.3100;01/04-A/20-00333;333;22;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;15-Oct-2020;1;94.3000;01/04-M/20-01001;1001;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;15-Oct-2020;1;108.8500;01/08-N/20-04036;4036;1;53469;VIGILANTES ASOCIADOS AL SERVICIO DE BANCA Y EMPRESAS VASBE SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;19-Oct-2020;1;94.3000;01/04-M/20-01000;1000;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;19-Oct-2020;3;94.3000;01/04-M/20-01015;1015;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;20-Oct-2020;3;94.3000;01/04-M/20-01022;1022;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;20-Oct-2020;2;91.9000;01/04-M/20-01026;1026;18;57160;DIELTRON ELECTRONICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;21-Oct-2020;2;94.3000;01/08-M/20-00011;11;18;25588;TELKRON S.A.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;21-Oct-2020;1;108.8500;01/08-N/20-04135;4135;1;57797;ALSINET SOLUCIONES S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;21-Oct-2020;1;108.8500;01/08-N/20-04144;4144;1;53469;VIGILANTES ASOCIADOS AL SERVICIO DE BANCA Y EMPRESAS VASBE SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Oct-2020;6;94.3000;01/04-M/20-01053;1053;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Oct-2020;5;108.8500;01/08-N/20-04173;4173;1;57758;FERMAN MAQUINARIA,S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Oct-2020;1;108.8500;01/08-N/20-04215;4215;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Oct-2020;1;125.9700;01/04-A/20-00340;340;22;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Oct-2020;2;125.6200;01/09-PM/20-00559;559;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;28-Oct-2020;10;94.3000;01/04-M/20-01058;1058;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;24-Nov-2020;0;91.9000;01/04-M/20-01196;1196;18;57160;DIELTRON ELECTRONICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;30-Nov-2020;1;55.0800;01/08-IE/20-00097;97;44;24256;MEDIO INFORMÁTICO, LDA
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;20-Ene-2021;4;108.8500;01/08-N/20-05339;5339;1;66921;TECAP TELECOMUNICACIONES Y SERVICIOS, SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;20-Ene-2021;1;108.8500;01/08-N/21-00282;282;1;57665;VUNKERS IT EXPERTS, S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;21-Ene-2021;1;105.6200;01/04-M/21-00057;57;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;21-Ene-2021;4;94.3000;01/04-M/20-01207;1207;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;21-Ene-2021;2;94.3000;01/04-M/20-01240;1240;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;21-Ene-2021;2;113.2300;01/08-N/21-00302;302;1;16146;SUPRARED S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;22-Ene-2021;10;121.9100;01/08-N/21-00057;57;1;57758;FERMAN MAQUINARIA,S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;22-Ene-2021;1;94.3000;01/04-M/21-00038;38;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;25-Ene-2021;1;105.6200;01/04-M/21-00056;56;18;39162;HANDEL POINT S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;25-Ene-2021;2;102.9300;01/04-N/21-00016;16;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;25-Ene-2021;1;105.6200;01/04-M/21-00091;91;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-Ene-2021;3;105.6200;01/04-M/21-00104;104;18;39162;HANDEL POINT S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;28-Ene-2021;3;105.6200;01/04-M/21-00114;114;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;28-Ene-2021;20;105.6200;01/04-M/20-01278;1278;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;28-Ene-2021;3;121.9100;01/08-N/21-00418;418;1;49109;LIMIT TECNOLOGIES SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;28-Ene-2021;1;113.2300;01/08-N/21-00450;450;1;50714;INET TALAVERA 2010, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;1-Feb-2021;1;102.9300;01/04-N/21-00017;17;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;2-Feb-2021;2;118.2700;01/08-N/21-00517;517;1;34207;SAYCU SOFT, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;4-Feb-2021;5;113.2300;01/08-N/21-00508;508;1;39741;FERRER SANCHIS ELECTRICISTES S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;4-Feb-2021;1;121.9100;01/08-N/21-00566;566;1;53593;PBX COMUNICACIONS 2011, SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;4-Feb-2021;1;121.9100;01/08-N/21-00584;584;1;67169;FADIS ALIMENTACION S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;8-Feb-2021;1;118.2700;01/08-N/21-00637;637;1;50979;HOGAR DIGITAL E INMOTICA INGENIEROS S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;10-Feb-2021;1;105.6200;01/04-M/21-00177;177;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;10-Feb-2021;2;121.9100;01/08-N/21-00713;713;1;25519;ASITEC SERVICIOS INFORMATICOS INTEGRALES S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;11-Feb-2021;1;105.6200;01/04-M/21-00187;187;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;15-Feb-2021;1;129.7400;01/09-PM/21-00233;233;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;18-Feb-2021;1;121.9100;01/08-N/21-00887;887;1;40180;LAYSAN SEGURIDAD SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;18-Feb-2021;1;105.6200;01/04-M/21-00211;211;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;19-Feb-2021;2;105.6200;01/04-M/21-00236;236;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;23-Feb-2021;1;140.5000;01/04-A/21-00021;21;22;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;23-Feb-2021;1;102.9300;01/04-N/21-00019;19;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;25-Feb-2021;2;105.6200;01/04-M/21-00262;262;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;25-Feb-2021;2;105.6200;01/04-M/21-00264;264;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Feb-2021;3;105.6200;01/04-M/21-00266;266;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;1-Mar-2021;2;102.9300;01/04-M/21-00277;277;18;57160;DIELTRON ELECTRONICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;4-Mar-2021;1;121.9100;01/08-N/21-01088;1088;1;48380;SISTEMAS Y COMUNICACIONES INFOSER, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;5-Mar-2021;2;105.6200;01/04-M/21-00311;311;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;5-Mar-2021;1;105.6200;01/04-M/21-00315;315;18;48078;GRUPO ELECTRO STOCKS S.L.U
